Case ID,Module,Method,Endpoint,Aspect,Test Design Technique,Test Level,Scenario,Description,Where To Enter Data,Test Data,Expected HTTP Status Code,Response Schema/Contract,Test Steps,Action,Expected Result,Expected Latency (ms),Traceability ID / Log Context,Mocking Required?,Contract Reference,Risk Level,Risk Type,Dependencies,Priority,Execution Status,Owner,Sprint,Last Run Date,Defect ID,Evidence Link,Comments
API-1644,Zip Uploads,GET,/zip_uploads/:id,Abuse,Security Abuse Case Testing,Integration,GET /zip_uploads/:id: API behavior abuse validation,"Validate GET /zip_uploads/:id for abuse coverage using Security Abuse Case Testing, ensuring business behavior, security controls, and response contracts remain compliant.",Query/Path/Header,Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads/:id; Data set=Abuse,400/401/403/429,Swagger/OpenAPI reference TBD,"1) Prepare abuse dataset for GET /zip_uploads/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /zip_uploads/:id for malicious misuse attempt and record evidence.,API handles abuse scenario safely and deterministically; contract and authorization checks are compliant.,<= 700,corr-id required; case=API-1644; endpoint=GET /zip_uploads/:id,Yes,Swagger/OpenAPI reference TBD,High,Data Leakage / Unauthorized Access,File storage + worker,P2,Not Started,QE API Team,Sprint-3,,,,
API-1645,Zip Uploads,GET,/zip_uploads/:id,Chaos,Chaos/Resilience Testing,Integration,GET /zip_uploads/:id: API behavior chaos validation,"Validate GET /zip_uploads/:id for chaos coverage using Chaos/Resilience Testing, ensuring business behavior, security controls, and response contracts remain compliant.",Query/Path/Header,Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads/:id; Data set=Chaos,200 with graceful degradation or 5xx handled with retry/error contract,Swagger/OpenAPI reference TBD,"1) Prepare chaos dataset for GET /zip_uploads/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /zip_uploads/:id for dependency/transient failure robustness and record evidence.,API handles chaos scenario safely and deterministically; contract and authorization checks are compliant.,<= 1500,corr-id required; case=API-1645; endpoint=GET /zip_uploads/:id,Yes,Swagger/OpenAPI reference TBD,Low,Availability / Reliability,File storage + worker,P2,Not Started,QE API Team,Sprint-3,,,,
API-1646,Zip Uploads,PATCH,/zip_uploads/:id,Positive,Equivalence Partitioning (valid partition),Component + Integration,PATCH /zip_uploads/:id: API behavior positive validation,"Validate PATCH /zip_uploads/:id for positive coverage using Equivalence Partitioning (valid partition), ensuring business behavior, security controls, and response contracts remain compliant.",Body JSON + Header (+Query if required),Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads/:id; Data set=Positive,200,Swagger/OpenAPI reference TBD,"1) Prepare positive dataset for PATCH /zip_uploads/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run PATCH /zip_uploads/:id for valid-request happy path and record evidence.,API handles positive scenario safely and deterministically; contract and authorization checks are compliant.,<= 1000,corr-id required; case=API-1646; endpoint=PATCH /zip_uploads/:id,Yes,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,File storage + worker,P1,Not Started,QE API Team,Sprint-2,,,,
API-1647,Zip Uploads,PATCH,/zip_uploads/:id,Negative,Equivalence Partitioning (invalid partition),Component + Integration,PATCH /zip_uploads/:id: API behavior negative validation,"Validate PATCH /zip_uploads/:id for negative coverage using Equivalence Partitioning (invalid partition), ensuring business behavior, security controls, and response contracts remain compliant.",Body JSON + Header (+Query if required),Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads/:id; Data set=Negative,400/401/403/404 (as per contract),Swagger/OpenAPI reference TBD,"1) Prepare negative dataset for PATCH /zip_uploads/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run PATCH /zip_uploads/:id for invalid/missing input handling and record evidence.,API handles negative scenario safely and deterministically; contract and authorization checks are compliant.,<= 1000,corr-id required; case=API-1647; endpoint=PATCH /zip_uploads/:id,Yes,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,File storage + worker,P1,Not Started,QE API Team,Sprint-2,,,,
API-1648,Zip Uploads,PATCH,/zip_uploads/:id,Edge,Edge Case Analysis,Component + Integration,PATCH /zip_uploads/:id: API behavior edge validation,"Validate PATCH /zip_uploads/:id for edge coverage using Edge Case Analysis, ensuring business behavior, security controls, and response contracts remain compliant.",Body JSON + Header (+Query if required),Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads/:id; Data set=Edge,200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,"1) Prepare edge dataset for PATCH /zip_uploads/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run PATCH /zip_uploads/:id for uncommon but valid operating condition and record evidence.,API handles edge scenario safely and deterministically; contract and authorization checks are compliant.,<= 1000,corr-id required; case=API-1648; endpoint=PATCH /zip_uploads/:id,Yes,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,File storage + worker,P1,Not Started,QE API Team,Sprint-2,,,,
API-1649,Zip Uploads,PATCH,/zip_uploads/:id,Boundary,Boundary Value Analysis,Component + Integration,PATCH /zip_uploads/:id: API behavior boundary validation,"Validate PATCH /zip_uploads/:id for boundary coverage using Boundary Value Analysis, ensuring business behavior, security controls, and response contracts remain compliant.",Body JSON + Header (+Query if required),Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads/:id; Data set=Boundary,200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,"1) Prepare boundary dataset for PATCH /zip_uploads/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run PATCH /zip_uploads/:id for min/max threshold behavior and record evidence.,API handles boundary scenario safely and deterministically; contract and authorization checks are compliant.,<= 1000,corr-id required; case=API-1649; endpoint=PATCH /zip_uploads/:id,Yes,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,File storage + worker,P1,Not Started,QE API Team,Sprint-2,,,,
API-1650,Zip Uploads,PATCH,/zip_uploads/:id,Equivalence,Equivalence Class Partitioning,Component + Integration,PATCH /zip_uploads/:id: API behavior equivalence validation,"Validate PATCH /zip_uploads/:id for equivalence coverage using Equivalence Class Partitioning, ensuring business behavior, security controls, and response contracts remain compliant.",Body JSON + Header (+Query if required),Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads/:id; Data set=Equivalence,200,Swagger/OpenAPI reference TBD,"1) Prepare equivalence dataset for PATCH /zip_uploads/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run PATCH /zip_uploads/:id for representative partition coverage and record evidence.,API handles equivalence scenario safely and deterministically; contract and authorization checks are compliant.,<= 1000,corr-id required; case=API-1650; endpoint=PATCH /zip_uploads/:id,Yes,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,File storage + worker,P1,Not Started,QE API Team,Sprint-2,,,,
API-1651,Zip Uploads,PATCH,/zip_uploads/:id,Abuse,Security Abuse Case Testing,Integration,PATCH /zip_uploads/:id: API behavior abuse validation,"Validate PATCH /zip_uploads/:id for abuse coverage using Security Abuse Case Testing, ensuring business behavior, security controls, and response contracts remain compliant.",Body JSON + Header (+Query if required),Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads/:id; Data set=Abuse,400/401/403/429,Swagger/OpenAPI reference TBD,"1) Prepare abuse dataset for PATCH /zip_uploads/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run PATCH /zip_uploads/:id for malicious misuse attempt and record evidence.,API handles abuse scenario safely and deterministically; contract and authorization checks are compliant.,<= 1000,corr-id required; case=API-1651; endpoint=PATCH /zip_uploads/:id,Yes,Swagger/OpenAPI reference TBD,High,Data Leakage / Unauthorized Access,File storage + worker,P1,Not Started,QE API Team,Sprint-2,,,,
API-1652,Zip Uploads,PATCH,/zip_uploads/:id,Chaos,Chaos/Resilience Testing,Integration,PATCH /zip_uploads/:id: API behavior chaos validation,"Validate PATCH /zip_uploads/:id for chaos coverage using Chaos/Resilience Testing, ensuring business behavior, security controls, and response contracts remain compliant.",Body JSON + Header (+Query if required),Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads/:id; Data set=Chaos,200 with graceful degradation or 5xx handled with retry/error contract,Swagger/OpenAPI reference TBD,"1) Prepare chaos dataset for PATCH /zip_uploads/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run PATCH /zip_uploads/:id for dependency/transient failure robustness and record evidence.,API handles chaos scenario safely and deterministically; contract and authorization checks are compliant.,<= 1500,corr-id required; case=API-1652; endpoint=PATCH /zip_uploads/:id,Yes,Swagger/OpenAPI reference TBD,Medium,Availability / Reliability,File storage + worker,P1,Not Started,QE API Team,Sprint-2,,,,
API-1653,Zip Uploads,PUT,/zip_uploads/:id,Positive,Equivalence Partitioning (valid partition),Component + Integration,PUT /zip_uploads/:id: API behavior positive validation,"Validate PUT /zip_uploads/:id for positive coverage using Equivalence Partitioning (valid partition), ensuring business behavior, security controls, and response contracts remain compliant.",Body JSON + Header (+Query if required),Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads/:id; Data set=Positive,200,Swagger/OpenAPI reference TBD,"1) Prepare positive dataset for PUT /zip_uploads/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run PUT /zip_uploads/:id for valid-request happy path and record evidence.,API handles positive scenario safely and deterministically; contract and authorization checks are compliant.,<= 1000,corr-id required; case=API-1653; endpoint=PUT /zip_uploads/:id,Yes,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,File storage + worker,P1,Not Started,QE API Team,Sprint-2,,,,
